payCardBank,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,date,hour,day_of_week,is_weekend,trip_duration_min,trip_distance_km,avg_speed_kmh
dki,12A,Pelabuhan Kaliadem - Kota,1.0,B05253P,SMAK Penabur Enam 2,-6.115644,106.77506,15,2023-04-21 05:14:05,B02709P,Pelabuhan Kali Adem,-6.104615,106.77094,18.0,2023-04-21 05:38:26,3500.0,2023-04-21,5,Friday,0,24.35,1.3082352736489256,3.2235776763423214
dki,,,0.0,B02408P,Menara Astra,-6.207361,106.8219,7,2023-04-21 06:08:18,B02420P,Menara Thamrin,-6.185275,106.82291,13.0,2023-04-21 06:41:52,20000.0,2023-04-21,6,Friday,0,33.56666666666667,2.458387838441824,4.39433774498042
brizzi,JAK.77,Tanjung Priok - Jembatan Item,0.0,B06877P,Simpang Jln. Cemara,-6.12663,106.85721,1,2023-04-21 05:49:31,B06065P,Puskesmas Sunter Agung I,-6.132513,106.85557,9.0,2023-04-21 06:30:15,0.0,2023-04-21,5,Friday,0,40.733333333333334,0.6788231597531722,0.9999031813058183
dki,M3,Kalideres - Bundaran HI via Veteran,1.0,P00237,Sumur Bor,-6.153046,106.71929,2,2023-04-21 05:02:02,P00009,Bank Indonesia Arah Selatan,-6.184784,106.82326,14.0,2023-04-21 05:38:17,3500.0,2023-04-21,5,Friday,0,36.25,12.023577873248048,19.90109441089332
dki,JAK.44,Andara - Stasiun Universitas Pancasila,0.0,B04386P,Sbr. Sekolah Islam Al Azhar Jagakarsa,-6.330035,106.82621,25,2023-04-21 05:33:25,B06832P,Gg. H. Ali,-6.327369,106.833219,34.0,2023-04-21 06:15:56,0.0,2023-04-21,5,Friday,0,42.516666666666666,0.8294030922038438,1.1704630074221238
flazz,JAK.48B,Stasiun Tebet - Kampung Melayu,0.0,B02272P,Masjid As Sudairi,-6.220626,106.8591,1,2023-04-21 05:17:52,B01732P,Jatinegara Timur,-6.220486,106.86825,11.0,2023-04-21 06:07:18,,2023-04-21,5,Friday,0,49.43333333333333,1.011562877904071,1.2277904114816778
online,8K,Batusari - Grogol,1.0,B05177P,Simpang Tj. Duren Timur 5,-6.180482,106.78375,12,2023-04-21 06:35:23,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16.0,2023-04-21 07:32:11,3500.0,2023-04-21,6,Friday,0,56.8,1.6035660583638767,1.6939078081308556
emoney,JAK.19,Pinang Ranti - Kampung Rambutan,0.0,B00563P,Gg. Suka Damai,-6.295718,106.89906,14,2023-04-21 05:01:16,B01297P,Jln. Kramat I Rawabinong,-6.298205,106.9054,27.0,2023-04-21 05:32:07,0.0,2023-04-21,5,Friday,0,30.85,0.7533176341531604,1.4651234375750284
emoney,M10,PGC 2 - Tanjung Priok,1.0,P00287,Permai Koja Arah Selatan,-6.114359,106.89314,2,2023-04-21 05:45:38,P00105,Kayu Putih Rawasari,-6.187453,106.87542,10.0,2023-04-21 06:36:51,3500.0,2023-04-21,5,Friday,0,51.21666666666667,8.360443518044045,9.794206529436565
dki,10D,Kampung Rambutan - Tanjung Priok,1.0,P00036,Cempaka Putih,-6.174207,106.87642,9,2023-04-21 05:13:34,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,13.0,2023-04-21 06:07:31,3500.0,2023-04-21,5,Friday,0,53.95,5.431651187675954,6.040761283791608
dki,JAK.75,Cililitan - Kp. Pulo,0.0,B00671P,Graha Dirgantara,-6.255702,106.88296,4,2023-04-21 05:12:36,B03786P,Sbr. Jln. Masjid Al Munir,-6.271471,106.87734,25.0,2023-04-21 06:01:44,0.0,2023-04-21,5,Friday,0,49.13333333333333,1.8602143542193834,2.2716321829001966
brizzi,B11,Summarecon Bekasi - BNN,0.0,B01728P,Jatibening 1,-6.257161,106.94651,5,2023-04-21 05:24:52,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-21 06:18:58,3500.0,2023-04-21,5,Friday,0,54.1,7.627915168749643,8.459795011552284
dki,JAK.52,Terminal Kalideres - Terminal Muara Angke,0.0,,Karang Asri,-6.112414,106.77306,26,2023-04-21 06:30:22,B05714P,Term. Muara Angke 2,-6.109001,106.77349,27.0,2023-04-21 07:18:49,0.0,2023-04-21,6,Friday,0,48.45,0.38247456585433354,0.4736527131323016
brizzi,JAK.31,Blok M - Andara,0.0,B03711P,Sbr. Jln. H. Jian 2B Cipete,-6.264625,106.8043,18,2023-04-21 06:58:54,B05388P,SMPN 68,-6.278279,106.79964,30.0,2023-04-21 07:25:45,0.0,2023-04-21,6,Friday,0,26.85,1.6032449151668173,3.5826702014900946
online,11M,Rusun Rawa Bebek - Bukit Duri,0.0,P00169,Penggilingan,-6.214132,106.93961,2,2023-04-21 06:28:43,P00174,Perumnas Klender,-6.216689,106.93054,3.0,2023-04-21 07:18:20,0.0,2023-04-21,6,Friday,0,49.61666666666667,1.0421454379298756,1.260236337436195
online,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06086P,Tebet Eco Park Selatan 3,-6.241699,106.85365,1,2023-04-21 05:05:44,B06268P,Rusun Harum Tebet,-6.235196,106.85195,4.0,2023-04-21 05:29:02,0.0,2023-04-21,5,Friday,0,23.3,0.7471180644959585,1.9239091789595497
bni,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B06183P,Jln. Anggrek Raya,-6.205168,106.9229,8,2023-04-21 06:35:58,P00191,PTC Pulo Gadung,-6.182622,106.91561,15.0,2023-04-21 07:05:58,0.0,2023-04-21,6,Friday,0,30.0,2.63334276535565,5.2666855307113
dki,M11,Pulo Gebang - Pulo Gadung 2,1.0,P00158,Pasar Pulo Gadung,-6.187434,106.90591,0,2023-04-21 06:41:49,P00270,Walikota Jakarta Timur,-6.21254,106.94537,7.0,2023-04-21 07:07:26,3500.0,2023-04-21,6,Friday,0,25.616666666666667,5.178916315241041,12.130187856127357
dki,3B,Rusun Flamboyan - Cengkareng,0.0,B03206P,RSUD Boulevard Raya,-6.13781,106.7304,4,2023-04-21 06:22:57,B02195P,Mall Taman Palem 3,-6.140548,106.73011,6.0,2023-04-21 06:57:35,0.0,2023-04-21,6,Friday,0,34.63333333333333,0.3061352465361646,0.5303594261454248
dki,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-21 06:33:58,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3.0,2023-04-21 07:00:22,3500.0,2023-04-21,6,Friday,0,26.4,0.3649211436183608,0.8293662354962745
dki,M2,Pulo Gadung - Monas,0.0,P00014,Bermis,-6.178203,106.89859,1,2023-04-21 06:55:10,P00006,Atrium,-6.176251,106.84023,12.0,2023-04-21 07:15:49,3500.0,2023-04-21,6,Friday,0,20.65,6.455307712022529,18.756342020404446
flazz,12B,Pluit - Senen,1.0,B05080P,Simpang Pluit Raya,-6.127123,106.80441,26,2023-04-21 06:17:39,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,28.0,2023-04-21 06:46:32,3500.0,2023-04-21,6,Friday,0,28.883333333333333,0.5594844880760877,1.1622297501869105
emoney,5D,PGC 1 - Ancol,0.0,P00109,Matraman Baru,-6.21288,106.86115,7,2023-04-21 06:46:29,P00118,Kramat Sentiong,-6.18798,106.84595,13.0,2023-04-21 07:42:29,3500.0,2023-04-21,6,Friday,0,56.0,3.238722473015988,3.4700597925171297
flazz,9D,Pasar Minggu - Tanah Abang,1.0,,Term. Pasar Minggu 2,-6.282492,106.84455,1,2023-04-21 06:35:03,P00256,MH Thamrin,-6.188149,106.82299,37.0,2023-04-21 06:59:58,3500.0,2023-04-21,6,Friday,0,24.916666666666668,10.7577581400397,25.90496943420931
bni,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B04040P,Sbr. Masjid Ar Rohmah,-6.118964,106.89568,7,2023-04-21 06:13:48,B04863P,Simpang Jln. Kramat Jaya 1,-6.108656,106.91734,25.0,2023-04-21 06:40:35,0.0,2023-04-21,6,Friday,0,26.783333333333335,2.654949292020122,5.947615091022053
dki,3H,Jelambar - Kota,0.0,P00087,Jelambar,-6.166548,106.78651,0,2023-04-21 05:12:58,P00138,Museum Fatahillah,-6.13393,106.81209,9.0,2023-04-21 05:38:16,,2023-04-21,5,Friday,0,25.3,4.599170252688281,10.907123128905013
brizzi,14,Jakarta International Stadium - Senen,0.0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,20,2023-04-21 05:23:14,B05725P,Term. Senen,-6.17356,106.84213,21.0,2023-04-21 06:12:19,3500.0,2023-04-21,5,Friday,0,49.083333333333336,0.442408563724775,0.5408050354530356
emoney,JAK.49,Lebak Bulus - Cipulir,0.0,B01790P,JPO Timur Pondok Indah 1,-6.287054,106.77989,48,2023-04-21 05:26:13,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49.0,2023-04-21 06:21:34,0.0,2023-04-21,5,Friday,0,55.35,0.6654690171720546,0.7213756283707909
emoney,7A,Kampung Rambutan - Lebak Bulus,1.0,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,4,2023-04-21 05:07:35,B01377P,Jln. Mastrip,-6.306793,106.87756,25.0,2023-04-21 05:28:16,3500.0,2023-04-21,5,Friday,0,20.683333333333334,11.059734621077382,32.083033550264766
brizzi,JAK.44,Andara - Stasiun Universitas Pancasila,0.0,B01147P,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,0,2023-04-21 06:10:54,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,13.0,2023-04-21 06:31:32,0.0,2023-04-21,6,Friday,0,20.633333333333333,2.312958292953651,6.725888412466191
brizzi,7Q,Blok M - PGC,1.0,B01509P,Jln. Poncol Jaya 1,-6.239706,106.81889,25,2023-04-21 05:28:11,B02880P,PLN Pusat,-6.240011,106.80376,30.0,2023-04-21 05:52:05,3500.0,2023-04-21,5,Friday,0,23.9,1.6727559759209991,4.19938738724937
dki,JAK.20,Cawang UKI - Lubang Buaya,0.0,B03553P,Sbr. Gg. Pos Komodor,-6.265515,106.88332,13,2023-04-21 06:48:11,B05751P,TK Angkasa 8,-6.285191,106.90125,39.0,2023-04-21 07:20:27,0.0,2023-04-21,6,Friday,0,32.266666666666666,2.9519871635180746,5.489232328855923
brizzi,1M,,0.0,B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576,11,2023-04-21 06:37:38,,Kebayoran Baru Velbak 2,-6.239272,106.78492,34.0,2023-04-21 07:12:01,3500.0,2023-04-21,6,Friday,0,34.38333333333333,5.299057620035112,9.24702250708987
brizzi,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B06696P,Jln. Hidup Baru,-6.1398,106.8352,25,2023-04-21 06:46:21,B02213P,Mangga Dua Square,-6.135311,106.83102,28.0,2023-04-21 07:10:44,0.0,2023-04-21,6,Friday,0,24.383333333333333,0.6802348540069817,1.6738519989235368
emoney,JAK.36,Cilangkap - Cililitan,1.0,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,2023-04-21 05:44:56,B02576P,Panti Sosial Bina Laras,-6.31946,106.89013,19.0,2023-04-21 06:39:01,0.0,2023-04-21,5,Friday,0,54.083333333333336,1.4738179182243458,1.6350522359345592
bni,5C,PGC - Juanda,0.0,P00253,Tegalan,-6.203101,106.85715,10,2023-04-21 06:34:21,P00142,Pal Putih,-6.184631,106.84402,15.0,2023-04-21 07:29:12,3500.0,2023-04-21,6,Friday,0,54.85,2.5149012049870194,2.751031400168116
dki,JAK.27,Pulo Gebang - Rorotan,1.0,B02835P,Pintu Air Gempol 1,-6.183327,106.95957,23,2023-04-21 06:32:29,B00575P,Gg. Umbang Lingkar Timur,-6.189303,106.94454,33.0,2023-04-21 07:00:48,0.0,2023-04-21,6,Friday,0,28.316666666666666,1.7894790377901146,3.7917154420508608
dki,B11,Summarecon Bekasi - BNN,0.0,B03155P,RS Mitra Keluarga 1,-6.240672,106.99317,1,2023-04-21 05:32:44,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-21 06:11:40,3500.0,2023-04-21,5,Friday,0,38.93333333333333,12.76155451932291,19.666779224983937
brizzi,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B02082P,Casablanca,-6.22425,106.84452,4,2023-04-21 05:41:09,B04109P,Sbr. Multivision Tower,-6.212375,106.83303,13.0,2023-04-21 06:38:29,3500.0,2023-04-21,5,Friday,0,57.333333333333336,1.8321428036336023,1.9173587479886534
brizzi,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02319P,Masjid Jami Al Makmur Klender,-6.212322,106.90082,2,2023-04-21 06:23:33,B05798P,Transjakarta Pool Klender,-6.205191,106.90301,7.0,2023-04-21 07:13:33,0.0,2023-04-21,6,Friday,0,50.0,0.8290636048284281,0.9948763257941137
dki,JAK.13,Tanah Abang - Jembatan Lima,1.0,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,2023-04-21 05:27:36,B02692P,Ps. Tomas,-6.179192,106.81306,29.0,2023-04-21 05:48:07,0.0,2023-04-21,5,Friday,0,20.516666666666666,4.868653727799936,14.23814250209567
dki,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-21 05:54:34,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-21 06:26:42,3500.0,2023-04-21,5,Friday,0,32.13333333333333,1.1032494103299961,2.0600092724004075
dki,JAK.84,Terminal Kampung Melayu - Kapin Raya,0.0,B02598P,Ps. Ciplak Cibesel,-6.236104,106.88067,10,2023-04-21 06:20:20,B05824P,Univ. Borobudur 1,-6.24157,106.89641,17.0,2023-04-21 07:20:10,0.0,2023-04-21,6,Friday,0,59.833333333333336,1.8429494582849568,1.8480830222356113
emoney,2H,Rusun Jati Rawasari - Senen,1.0,B04344P,Sbr. SDN Johar Baru 10,-6.181178,106.86028,13,2023-04-21 05:12:13,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14.0,2023-04-21 05:35:26,0.0,2023-04-21,5,Friday,0,23.216666666666665,0.4763489607097182,1.2310525904917342
dki,JAK.08,Roxy - Benhil,1.0,B04088P,Sbr. Mess Polwan Esthi Bhakti Warapsari,-6.206604,106.81005,6,2023-04-21 05:14:03,B01925P,Kel. Kb. Kacang,-6.190837,106.81501,17.0,2023-04-21 05:57:48,0.0,2023-04-21,5,Friday,0,43.75,1.8369491307350256,2.5192445221508923
online,T21,Palem Semi - Bundaran Senayan,1.0,B00808P,Islamic,-6.228521,106.61473,10,2023-04-21 06:21:22,B02557P,Palem Semi 2,-6.220361,106.61649,12.0,2023-04-21 07:16:12,20000.0,2023-04-21,6,Friday,0,54.833333333333336,0.9279733662221692,1.0154115861397595
dki,8E,Bintaro - Blok M,0.0,B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,2023-04-21 05:21:57,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23.0,2023-04-21 06:18:05,3500.0,2023-04-21,5,Friday,0,56.13333333333333,1.3233961875767735,1.414556495034556
emoney,JAK.23,,1.0,B06443P,Jln. Pramuka 1,-6.195283,106.860021,10,2023-04-21 06:07:24,B06129P,BPPK Jakarta,-6.189843,106.858846,16.0,2023-04-21 06:33:08,0.0,2023-04-21,6,Friday,0,25.733333333333334,0.6186892117611877,1.4425396129146864
dki,5C,PGC - Juanda,0.0,P00109,Matraman Baru,-6.21288,106.86115,8,2023-04-21 05:59:32,P00224,Slamet Riyadi,-6.208533,106.85929,9.0,2023-04-21 06:59:28,3500.0,2023-04-21,5,Friday,0,59.93333333333333,0.5252770865648219,0.5258613769836926
emoney,6M,Stasiun Manggarai - Blok M,0.0,P00160,Patra Kuningan,-6.232677,106.832087,8,2023-04-21 05:37:56,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10.0,2023-04-21 06:02:41,3500.0,2023-04-21,5,Friday,0,24.75,1.1104106249313372,2.6919045452880903
dki,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,B05884P,Wisma Asia II,-6.189386,106.79791,19,2023-04-21 06:28:33,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,24.0,2023-04-21 06:48:36,0.0,2023-04-21,6,Friday,0,20.05,1.2424384566009963,3.718020319005475
dki,JAK.22,Dwikora - Penas Kalimalang,1.0,B02167P,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,2023-04-21 06:20:45,B04983P,Simpang Mandala Maphalindo,-6.249189,106.89108,10.0,2023-04-21 07:10:53,0.0,2023-04-21,6,Friday,0,50.13333333333333,0.38800856367935,0.46437195121198804
dki,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,42,2023-04-21 06:55:35,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,44.0,2023-04-21 07:29:14,0.0,2023-04-21,6,Friday,0,33.65,0.6672898941835496,1.1898185334624956
dki,5D,PGC 1 - Ancol,0.0,P00031,Cawang Otista,-6.243607,106.86876,4,2023-04-21 05:40:30,P00070,Gelanggang Remaja,-6.235445,106.86795,5.0,2023-04-21 06:02:32,3500.0,2023-04-21,5,Friday,0,22.033333333333335,0.9119786916556716,2.483451807836927
dki,JAK.21,Cililitan - Dwikora,1.0,B02443P,Midi Utama Cililitan 1,-6.264014,106.86929,28,2023-04-21 05:12:07,B01247P,Jln. Kelapa Gading III Cililitan Besar,-6.263858,106.86859,29.0,2023-04-21 05:53:29,0.0,2023-04-21,5,Friday,0,41.36666666666667,0.07929240733161605,0.11500913231016027
emoney,5C,PGC - Juanda,0.0,P00134,Matraman 1,-6.19998,106.85443,11,2023-04-21 05:44:17,P00122,Kwitang,-6.181051,106.83866,16.0,2023-04-21 06:20:13,3500.0,2023-04-21,5,Friday,0,35.93333333333333,2.733016698050386,4.563478716596193
dki,JAK.26,Rawamangun - Duren Sawit,1.0,B00527P,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,2023-04-21 06:16:55,B03600P,Sbr. GOR Pondok Bambu,-6.223572,106.90377,41.0,2023-04-21 06:43:40,0.0,2023-04-21,6,Friday,0,26.75,2.204474712133197,4.944616176747358
dki,L13E,Puri Beta - Kuningan (Express),0.0,P00120,Kuningan Madya,-6.21341,106.8305,10,2023-04-21 06:29:45,P00124,Latuharhary,-6.202761,106.82771,12.0,2023-04-21 07:16:19,3500.0,2023-04-21,6,Friday,0,46.56666666666667,1.2236205821222534,1.5766049018039054
flazz,10D,Kampung Rambutan - Tanjung Priok,0.0,P00035,Cempaka Mas,-6.165888,106.8792,7,2023-04-21 05:50:59,P00105,Kayu Putih Rawasari,-6.187453,106.87542,10.0,2023-04-21 06:34:53,3500.0,2023-04-21,5,Friday,0,43.9,2.434057233573228,3.3267297042003117
emoney,12P,St. LRT Pegangsaan Dua - JIS,1.0,B05858P,Villa Bukit Gading,-6.157028,106.89966,11,2023-04-21 06:49:16,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703,13.0,2023-04-21 07:35:41,3500.0,2023-04-21,6,Friday,0,46.416666666666664,0.8163899985250768,1.0552976641616791
emoney,JAK.64,Lenteng Agung - Aseli,1.0,B04342P,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,2023-04-21 05:24:24,B05326P,SMKN 63,-6.351697,106.79855,35.0,2023-04-21 05:54:46,0.0,2023-04-21,5,Friday,0,30.366666666666667,2.7426097734592387,5.418987477746026
bni,9N,Pinang Ranti - Pramuka,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-21 06:10:20,P00016,BKN,-6.257751,106.87,2.0,2023-04-21 06:35:16,3500.0,2023-04-21,6,Friday,0,24.933333333333334,3.8083452367014337,9.164467147142487
emoney,1T,Cibubur - Balai Kota,1.0,B00102P,Balai Kota 1,-6.180598,106.82847,0,2023-04-21 05:00:07,B00360P,Flyover Karet 2,-6.214808,106.81847,11.0,2023-04-21 05:38:40,20000.0,2023-04-21,5,Friday,0,38.55,3.9613472696178444,6.165521042206763
dki,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,B04331P,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,2023-04-21 05:15:07,B05670P,Tanah Baru Cipedak,-6.363462,106.80684,50.0,2023-04-21 05:57:37,0.0,2023-04-21,5,Friday,0,42.5,1.145482048396871,1.6171511271485237
emoney,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-21 06:18:14,P00026,Bundaran Senayan,-6.227869,106.80094,6.0,2023-04-21 07:01:57,3500.0,2023-04-21,6,Friday,0,43.71666666666667,1.7670862019139402,2.425280338120543
online,B21,Bekasi Timur - Cawang,1.0,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,9,2023-04-21 06:28:10,B05622P,Taman Margahayu 2,-6.24846,107.02153,10.0,2023-04-21 07:15:21,3500.0,2023-04-21,6,Friday,0,47.18333333333333,0.27975329242061575,0.3557442079527435
dki,12C,Rusun Waduk Pluit - Penjaringan,0.0,B05405P,SPBU Gedong Panjang,-6.130757,106.80557,6,2023-04-21 06:13:14,B06658P,Kel. Penjaringan,-6.125396,106.80071,10.0,2023-04-21 06:50:36,0.0,2023-04-21,6,Friday,0,37.36666666666667,0.8025374391718122,1.2886417399725798
dki,14,Jakarta International Stadium - Senen,1.0,B01745P,Jembatan Item,-6.130078,106.85492,13,2023-04-21 06:34:14,P00095,JIS,-6.126689,106.85587,14.0,2023-04-21 07:15:21,3500.0,2023-04-21,6,Friday,0,41.11666666666667,0.3912028933247118,0.5708676189578283
flazz,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243,0,2023-04-21 05:34:40,B06150P,Pulo Jaya,-6.194979,106.92242,13.0,2023-04-21 06:01:14,0.0,2023-04-21,5,Friday,0,26.566666666666666,3.2486894658599277,7.337065293033714
dki,13C,Puri Beta - Dukuh Atas,0.0,,Mayestik,-6.241921,106.79077,8,2023-04-21 06:39:32,P00200,Rawa Barat,-6.238947,106.81624,11.0,2023-04-21 07:22:20,3500.0,2023-04-21,6,Friday,0,42.8,2.834708215269644,3.973890021406043
bni,1,Blok M - Kota,0.0,P00012,Bendungan Hilir,-6.217137,106.81528,6,2023-04-21 05:17:02,P00137,Monas,-6.176248,106.82286,13.0,2023-04-21 06:03:53,3500.0,2023-04-21,5,Friday,0,46.85,4.623218777552728,5.92087783678044
dki,JAK.01,Tanjung Priok - Plumpang,1.0,B01059P,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,2023-04-21 06:12:07,B01629P,Jln. Swasembada Barat V,-6.124938,106.88497,14.0,2023-04-21 06:51:43,0.0,2023-04-21,6,Friday,0,39.6,1.1355597756536189,1.7205451146266952
brizzi,JAK.120,JIS - Terminal Muara Angke,0.0,B04584P,Sbr. Waduk Pluit,-6.113824,106.79461,34,2023-04-21 06:45:02,B03323P,SD Diakonia 2,-6.112346,106.78905,36.0,2023-04-21 07:35:20,0.0,2023-04-21,6,Friday,0,50.3,0.6363178860053017,0.7590272994099027
dki,4B,Stasiun Manggarai - UI,0.0,,Warga,-6.273295,106.84656,28,2023-04-21 05:33:18,B05259P,SMAN 109,-6.344687,106.83351,44.0,2023-04-21 06:00:49,3500.0,2023-04-21,5,Friday,0,27.516666666666666,8.068388154077988,17.593093491629777
brizzi,7C,Cibubur - BKN,0.0,B00248P,Cibubur Junction,-6.368735,106.89366,0,2023-04-21 05:46:25,P00016,BKN,-6.257751,106.87,1.0,2023-04-21 06:46:08,3500.0,2023-04-21,5,Friday,0,59.71666666666667,12.614854717564072,12.674707502994881
dki,8C,Kebayoran Lama - Tanah Abang,1.0,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,2023-04-21 06:54:53,B05264P,SMAN 24,-6.210598,106.79631,21.0,2023-04-21 07:15:40,3500.0,2023-04-21,6,Friday,0,20.783333333333335,3.865281401393649,11.158791535699386
dki,JAK.85,Bintara - Cipinang Indah,1.0,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,2023-04-21 05:28:57,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39.0,2023-04-21 06:28:28,0.0,2023-04-21,5,Friday,0,59.516666666666666,1.2307180300220772,1.2407126597814278
online,5,Matraman Baru - Ancol,0.0,P00224,Slamet Riyadi,-6.208533,106.85929,1,2023-04-21 06:18:28,P00021,Budi Utomo,-6.166063,106.83906,9.0,2023-04-21 07:11:38,3500.0,2023-04-21,6,Friday,0,53.166666666666664,5.225214860311371,5.8967941997244315
dki,11N,Rusun Cipinang Muara - Jatinegara,0.0,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,9,2023-04-21 06:02:07,B02603P,Ps. Enjo 1,-6.215023,106.87779,10.0,2023-04-21 07:00:08,0.0,2023-04-21,6,Friday,0,58.016666666666666,0.09645915073924326,0.09975666264328518
dki,JAK.10,Tanah Abang - Kota,1.0,B03278P,Rusun Karang Anyar,-6.153256,106.82748,20,2023-04-21 06:50:06,B00086P,AURI Jatibaru,-6.182985,106.81407,40.0,2023-04-21 07:30:47,0.0,2023-04-21,6,Friday,0,40.68333333333333,3.622916846344973,5.343097356346539
dki,6V,Ragunan - Gelora Bung Karno,0.0,,Duren Tiga,-6.252377,106.82697,8,2023-04-21 06:31:23,P00133,Masjid Agung,-6.236483,106.79845,13.0,2023-04-21 07:04:56,3500.0,2023-04-21,6,Friday,0,33.55,3.614068510834392,6.463311792848392
brizzi,12,Tanjung Priok - Pluit,1.0,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-21 05:16:19,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18.0,2023-04-21 05:56:00,3500.0,2023-04-21,5,Friday,0,39.68333333333333,7.171545499445442,10.843159931962871
online,,,1.0,B02834P,Pintu 3 TMII,-6.305153,106.88853,12,2023-04-21 05:06:56,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13.0,2023-04-21 05:53:11,0.0,2023-04-21,5,Friday,0,46.25,0.12744855613922873,0.1653386674238643
emoney,2E,Rusun Rawa Bebek - Kodamar,1.0,B01901P,Kelapa Gading Utama,-6.176481,106.89487,4,2023-04-21 06:18:53,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23.0,2023-04-21 06:54:53,0.0,2023-04-21,6,Friday,0,36.0,6.839690119554757,11.399483532591262
emoney,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B06616P,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,2023-04-21 05:08:20,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659,29.0,2023-04-21 05:45:47,0.0,2023-04-21,5,Friday,0,37.45,1.746230162141959,2.7976985241259684
dki,JAK.14,Tanah Abang - Meruya,1.0,B04192P,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,2023-04-21 05:30:15,B01586P,Jln. Sitrun,-6.197192,106.76696,19.0,2023-04-21 06:20:10,0.0,2023-04-21,5,Friday,0,49.916666666666664,0.9076425149219662,1.09098933346213
emoney,JAK.20,Cawang UKI - Lubang Buaya,0.0,B02777P,Pertigaan Jengki Raya,-6.255038,106.87911,4,2023-04-21 06:43:13,B05244P,SMA Angkasa 2,-6.276218,106.88766,28.0,2023-04-21 07:31:22,0.0,2023-04-21,6,Friday,0,48.15,2.537643070815278,3.1621720508601596
